id,liveNameId,venueId,songId
645,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,40,69
646,live-tour-2024-heart-bookmark,41,15
647,live-tour-2024-heart-bookmark,41,36
648,live-tour-2024-heart-bookmark,41,72
649,live-tour-2024-heart-bookmark,41,80
650,live-tour-2024-heart-bookmark,41,79
651,live-tour-2024-heart-bookmark,41,41
652,live-tour-2024-heart-bookmark,41,21
653,live-tour-2024-heart-bookmark,41,81
654,live-tour-2024-heart-bookmark,41,46
655,live-tour-2024-heart-bookmark,41,3
656,live-tour-2024-heart-bookmark,41,4
657,live-tour-2024-heart-bookmark,41,48
658,live-tour-2024-heart-bookmark,41,59
659,live-tour-2024-heart-bookmark,41,38
660,live-tour-2024-heart-bookmark,41,82
661,live-tour-2024-heart-bookmark,41,62
662,live-tour-2024-heart-bookmark,41,26
663,live-tour-2024-heart-bookmark,41,78
664,live-tour-2024-heart-bookmark,41,60
665,live-tour-2024-heart-bookmark,41,18
666,live-tour-2024-heart-bookmark,41,65
